1,stackoverflow_formatted/23417665_0.java,38,46,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,99,107, stackoverflow_formatted/23417665_0.java,38,42,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,99,103,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,56,64, stackoverflow_formatted/23417665_0.java,38,42,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,56,60,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,78,87, stackoverflow_formatted/23417665_0.java,38,42,cobertura-2.1.2/cobertura/src/main/java/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java,78,82,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/export/ExporterToCSV.java,59,67, stackoverflow_formatted/23417665_0.java,38,42,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/export/ExporterToCSV.java,59,63,F,similar finally statements
0.8,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/unsupported/matfile5/src/main/java/org/geotools/coverageio/BaseGridCoverage2DReader.java,225,233, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/unsupported/matfile5/src/main/java/org/geotools/coverageio/BaseGridCoverage2DReader.java,224,228,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/shapefile/src/main/java/org/geotools/data/shapefile/IndexManager.java,108,117, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/shapefile/src/main/java/org/geotools/data/shapefile/IndexManager.java,108,112,F,similar finally statements
0.8,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/imageio-ext-gdal/src/main/java/org/geotools/coverageio/BaseGridCoverage2DReader.java,222,230, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/imageio-ext-gdal/src/main/java/org/geotools/coverageio/BaseGridCoverage2DReader.java,221,225,F,false clone from normalisation
1,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/library/data/src/main/java/org/geotools/data/store/ContentFeatureCollection.java,176,184, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/library/data/src/main/java/org/geotools/data/store/ContentFeatureCollection.java,176,180,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/coverage-multidim/netcdf/src/test/java/org/geotools/coverage/io/netcdf/NetCDFBasicTest.java,603,611, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/coverage-multidim/netcdf/src/test/java/org/geotools/coverage/io/netcdf/NetCDFBasicTest.java,603,607,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/coverage-multidim/netcdf/src/test/java/org/geotools/coverage/io/netcdf/NetCDFBasicTest.java,501,509, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/coverage-multidim/netcdf/src/test/java/org/geotools/coverage/io/netcdf/NetCDFBasicTest.java,501,505,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/arcsde/common/src/main/java/org/geotools/arcsde/session/SdeRow.java,82,91, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/arcsde/common/src/main/java/org/geotools/arcsde/session/SdeRow.java,82,86,F,similar finally statements
1,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/coverage-multidim/coverage-api/src/test/java/org/geotools/coverage/io/ReadTypeTest.java,109,117, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/coverage-multidim/coverage-api/src/test/java/org/geotools/coverage/io/ReadTypeTest.java,109,113,F,similar finally statements
0.8,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/plugin/imageio-ext-gdal/src/main/java/org/geotools/coverageio/RasterLayerResponse.java,227,235, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/plugin/imageio-ext-gdal/src/main/java/org/geotools/coverageio/RasterLayerResponse.java,226,230,F,false clone from normalisation
0.8,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/library/coverage/src/main/java/org/geotools/coverage/grid/io/imageio/MaskOverviewProvider.java,84,92, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/library/coverage/src/main/java/org/geotools/coverage/grid/io/imageio/MaskOverviewProvider.java,83,87,F,false clone from normalisation
0.8,stackoverflow_formatted/23417665_0.java,38,46,geotools-16/modules/library/coverage/src/main/java/org/geotools/coverage/grid/io/imageio/MaskOverviewProvider.java,163,171, stackoverflow_formatted/23417665_0.java,38,42,geotools-16/modules/library/coverage/src/main/java/org/geotools/coverage/grid/io/imageio/MaskOverviewProvider.java,162,166,F,false clone from normalisation
