sdnd,1,stackoverflow_formatted/17920930_0.java,20,35,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/StatisticsCollector.java,116,141, stackoverflow_formatted/17920930_0.java,20,28,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/StatisticsCollector.java,116,124
sfnd,1,stackoverflow_formatted/13836362_1.java,15,27,castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/KeyGenerator.java,37,51, stackoverflow_formatted/13836362_1.java,15,20,castor-1/castor-1.3.1/ddlgen/src/main/java/org/castor/ddlgen/schemaobject/KeyGenerator.java,37,42
sdnd,1,stackoverflow_formatted/13066157_0.java,15,41,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/StatisticsCollector.java,116,141, stackoverflow_formatted/13066157_0.java,16,23,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/StatisticsCollector.java,117,124
sdnd,0.9,stackoverflow_formatted/16462678_0.java,23,38,jboss-5/jboss-5.1.0.GA-src/testsuite/src/main/org/jboss/test/bootstrapdependencies/jbas5349/ejb3/SimpleEntity.java,24,39, stackoverflow_formatted/16462678_0.java,22,31,jboss-5/jboss-5.1.0.GA-src/testsuite/src/main/org/jboss/test/bootstrapdependencies/jbas5349/ejb3/SimpleEntity.java,23,32
sdnd,0.857142857,stackoverflow_formatted/22264084_0.java,43,61,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,60,79, stackoverflow_formatted/22264084_0.java,42,48,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,59,65
sdnd,0.857142857,stackoverflow_formatted/23415361_1.java,11,23,hadoop-1/hadoop-1.0.0/src/tools/org/apache/hadoop/tools/rumen/Node.java,61,73, stackoverflow_formatted/23415361_1.java,10,16,hadoop-1/hadoop-1.0.0/src/tools/org/apache/hadoop/tools/rumen/Node.java,60,66
sdnd,0.75,stackoverflow_formatted/9684751_0.java,11,37,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/TFile.java,371,389, stackoverflow_formatted/9684751_0.java,8,19,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/TFile.java,368,379
sdnd,1,stackoverflow_formatted/2265637_0.java,23,42,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,52,70, stackoverflow_formatted/2265637_0.java,24,31,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,53,60
sfnd,1,stackoverflow_formatted/23417665_0.java,38,46,jboss-5/jboss-5.1.0.GA-src/testsuite/src/main/org/jboss/test/jmsra/bean/TopicAdapter.java,54,62, stackoverflow_formatted/23417665_0.java,38,42,jboss-5/jboss-5.1.0.GA-src/testsuite/src/main/org/jboss/test/jmsra/bean/TopicAdapter.java,54,58
sdnd,0.75,stackoverflow_formatted/25044969_0.java,32,51,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,52,70, stackoverflow_formatted/25044969_0.java,29,40,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,49,60
