10274267_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,10274267_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,answer posts code from hibernate to explain,
10777586_0.java,1,17,weka-3-7-9/main/java/weka/core/Instances.java,1062,1132,10777586_0.java,1,15,weka-3-7-9/main/java/weka/core/Instances.java,1078,1092,QS,SO copies code from weka to assist answer,
10930216_1.java,1,17,weka-3-7-9/main/java/weka/core/Instances.java,1062,1132,10930216_1.java,1,15,weka-3-7-9/main/java/weka/core/Instances.java,1078,1092,QS,SO copies code from weka to assist answer,
11092289_1.java,26,42,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportSSLSocketFactory.java,49,71,11092289_1.java,26,42,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportSSLSocketFactory.java,49,71,UD,cloned code. not evidence from where. code in qualitas older than stackoverflow answer, but code on SO snippet seems to be from a different system,
11202699_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,11202699_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs,
11202699_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,11202699_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs,
11202699_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,11202699_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs,
11202699_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,11202699_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs,
11319346_0.java,121,142,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,88,109,11319346_0.java,121,142,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,88,109,UD,clone of a whole class. Qualitas code seems old, but no evidence SO answer came directly from qualitas code.,
11319346_0.java,143,179,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,33,69,11319346_0.java,143,179,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,34,69,UD,clone of a whole class. Qualitas code seems old, but no evidence SO answer came directly from qualitas code.,
11741948_0.java,1,12,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/util/StreamUtils.java,12,23,11741948_0.java,1,12,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/util/StreamUtils.java,12,23,UD,cloned code without evidence of source,
11825416_0.java,1,13,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,11825416_0.java,1,13,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,EX,SO question asks about SwingWorker. SO answer copies code from SwingWorker to assist in reply. geotools copied SwingWorker from Sun to their code base,
11861598_0.java,1,19,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/wizard/WizardDialog.java,377,408,11861598_0.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/wizard/WizardDialog.java,377,394,QS,SO copies code from eclipse to assist answer,
12106623_0.java,1,16,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/WriterAppender.java,45,61,12106623_0.java,1,16,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/WriterAppender.java,45,61,QS,author copied code from log4j to answer the question,
12427981_1.java,17,33,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,32,48,12427981_1.java,17,32,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,32,47,QS,SO posts what he calls a copy and paste solution. the whole class is too similar to log4j to not be copied from there,
12427981_1.java,17,33,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52,12427981_1.java,17,32,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51,EX,(by Jens) have an evidence that I comes from https://svn.apache.org/repos/asf/logging/log4j/trunk/contribs/JimMoore/LoggingOutputStream.java,
12427981_1.java,34,50,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,49,65,12427981_1.java,34,50,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,49,65,QS,SO says the solution is copy and paste, and the whole class is too similar to the one in log4j for not being a clone.,
12428601_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,12428601_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs,
12428601_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,12428601_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs,
12428601_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,12428601_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs,
12428601_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,12428601_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs,
12593810_0.java,1,12,poi-3.6-20091214/poi-3.6/src/ooxml/java/org/apache/poi/ss/usermodel/WorkbookFactory.java,18,29,12593810_0.java,1,12,poi-3.6-20091214/poi-3.6/src/ooxml/java/org/apache/poi/ss/usermodel/WorkbookFactory.java,18,29,QS,question tags apache-poi. even error string is the same, very likely copy and paste,
12728036_0.java,1,11,megamek-0.35.18/src/megamek/client/ui/swing/MegaMekGUI.java,58,113,12728036_0.java,1,10,megamek-0.35.18/src/megamek/client/ui/swing/MegaMekGUI.java,62,71,BP,common code to initialize GUI,
