0.75,stackoverflow_formatted/23713317_0.java,11,18,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/gui/NotificationComponent.java,62,69, stackoverflow_formatted/23713317_0.java,12,17,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/gui/NotificationComponent.java,63,68
0.78,stackoverflow_formatted/22170446_1.java,7,14,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/gui/TextFieldAndFileChooserComponent.java,66,74, stackoverflow_formatted/22170446_1.java,7,13,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/gui/TextFieldAndFileChooserComponent.java,66,72
0.75,stackoverflow_formatted/22170446_1.java,7,14,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/gui/NotificationComponent.java,62,69, stackoverflow_formatted/22170446_1.java,8,13,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/gui/NotificationComponent.java,63,68
0.83,stackoverflow_formatted/247495_0.java,35,39,antlr4-4.2.1/antlr4-maven-plugin/src/main/java/org/antlr/mojo/antlr4/Antlr4ErrorLog.java,13,17, stackoverflow_formatted/247495_0.java,35,40,antlr4-4.2.1/antlr4-maven-plugin/src/main/java/org/antlr/mojo/antlr4/Antlr4ErrorLog.java,13,18
0.83,stackoverflow_formatted/247495_0.java,35,39,antlr4-4.2.1/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,29,33, stackoverflow_formatted/247495_0.java,35,40,antlr4-4.2.1/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,29,34
0.83,stackoverflow_formatted/247495_0.java,35,39,antlr4-4.2.1/runtime/Java/src/org/antlr/v4/runtime/misc/Triple.java,6,10, stackoverflow_formatted/247495_0.java,35,40,antlr4-4.2.1/runtime/Java/src/org/antlr/v4/runtime/misc/Triple.java,6,11
0.71,stackoverflow_formatted/247495_0.java,35,39,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java,354,358, stackoverflow_formatted/247495_0.java,35,41,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java,354,360
0.71,stackoverflow_formatted/247495_0.java,35,39,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java,324,328, stackoverflow_formatted/247495_0.java,35,41,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java,324,330
0.71,stackoverflow_formatted/247495_0.java,35,39,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java,64,68, stackoverflow_formatted/247495_0.java,35,41,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java,64,70
0.71,stackoverflow_formatted/247495_0.java,35,39,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ba/SourceInfoMap.java,52,56, stackoverflow_formatted/247495_0.java,35,41,findbugs-3.0.1/src/java/edu/umd/cs/findbugs/ba/SourceInfoMap.java,52,58
0.71,stackoverflow_formatted/247495_0.java,35,39,findbugs-3.0.1/src/gui/edu/umd/cs/findbugs/gui2/SourceCodeDisplay.java,127,131, stackoverflow_formatted/247495_0.java,35,41,findbugs-3.0.1/src/gui/edu/umd/cs/findbugs/gui2/SourceCodeDisplay.java,127,133
0.71,stackoverflow_formatted/247495_0.java,35,39,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/task/dependency/TaskDependencyConstraint.java,46,50, stackoverflow_formatted/247495_0.java,35,41,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/task/dependency/TaskDependencyConstraint.java,46,52
0.71,stackoverflow_formatted/247495_0.java,35,39,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/document/webdav/MiltonResourceFactory.java,20,24, stackoverflow_formatted/247495_0.java,35,41,ganttproject-2.8.1/ganttproject/src/net/sourceforge/ganttproject/document/webdav/MiltonResourceFactory.java,20,26
0.83,stackoverflow_formatted/247495_0.java,35,39,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/pdf/canvas/parser/clipper/Point.java,140,144, stackoverflow_formatted/247495_0.java,35,40,itext7-7.0.0/kernel/src/main/java/com/itextpdf/kernel/pdf/canvas/parser/clipper/Point.java,140,145
0.83,stackoverflow_formatted/247495_0.java,35,39,itext7-7.0.0/io/src/main/java/com/itextpdf/io/font/CFFFont.java,307,311, stackoverflow_formatted/247495_0.java,35,40,itext7-7.0.0/io/src/main/java/com/itextpdf/io/font/CFFFont.java,307,312
0.71,stackoverflow_formatted/247495_0.java,35,39,itext7-7.0.0/io/src/main/java/com/itextpdf/io/font/CFFFont.java,307,311, stackoverflow_formatted/247495_0.java,34,40,itext7-7.0.0/io/src/main/java/com/itextpdf/io/font/CFFFont.java,306,312
0.83,stackoverflow_formatted/247495_0.java,35,39,jasperreports-6.3.1/src/net/sf/jasperreports/engine/type/HyperlinkTargetEnum.java,13,17, stackoverflow_formatted/247495_0.java,35,40,jasperreports-6.3.1/src/net/sf/jasperreports/engine/type/HyperlinkTargetEnum.java,13,18
0.71,stackoverflow_formatted/247495_0.java,35,39,jasperreports-6.3.1/src/net/sf/jasperreports/engine/type/HyperlinkTargetEnum.java,13,17, stackoverflow_formatted/247495_0.java,35,41,jasperreports-6.3.1/src/net/sf/jasperreports/engine/type/HyperlinkTargetEnum.java,13,19
0.83,stackoverflow_formatted/247495_0.java,35,39,jasperreports-6.3.1/src/net/sf/jasperreports/engine/export/tabulator/BaseElementCell.java,7,11, stackoverflow_formatted/247495_0.java,35,40,jasperreports-6.3.1/src/net/sf/jasperreports/engine/export/tabulator/BaseElementCell.java,7,12
0.71,stackoverflow_formatted/247495_0.java,35,39,jasperreports-6.3.1/src/net/sf/jasperreports/engine/export/tabulator/BaseElementCell.java,7,11, stackoverflow_formatted/247495_0.java,35,41,jasperreports-6.3.1/src/net/sf/jasperreports/engine/export/tabulator/BaseElementCell.java,7,13
