QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/form/test/qa-functional/data/SampleDesktopApplication/src/sampledesktopapplication/SampleDesktopView.java,NONE,,,,,,,,,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/java.examples/MarsRoverViewer/src/marsroverviewer/MarsRoverViewerView.java,spdxBSD3,1,6,1,0,0,-1,6,,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/swingapp/appshells/BasicShellApp/src/applicationpackage/ShellView.java,NONE,,,,,,,,,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/test/org/apache/catalina/tribes/demos/MapDemo.java,Apache-2,1,5,2,0,0,-1,-1,5,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/vmd.game/src/org/netbeans/modules/vmd/game/editor/scene/BooleanTableCellRenderer.java,CDDLorGPLv2,,,,,,,ClassPathExceptionGPLv2;2;2;8;3;1;-1,Copyright,-1,1,-1,UNKNOWN,-1,CDDLorGPLv2includeVer2,1,-1,-1,AllRights-TOOLONG,-1,-1,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/java.navigation/src/org/netbeans/modules/java/stackanalyzer/AnalyserCellRenderer.java,CDDLorGPLv2,,,,,,,ClassPathExceptionGPLv2;2;2;8;2;1;-1,Copyright,-1,1,-1,UNKNOWN,-1,CDDLorGPLv2includeVer2,1,-1,-1,-1,-1,,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/spellchecker/src/org/netbeans/modules/spellchecker/options/CheckBoxRenderrer.java,CDDLorGPLv2,,,,,,,ClassPathExceptionGPLv2;2;2;8;3;1;-1,Copyright,-1,1,-1,UNKNOWN,-1,CDDLorGPLv2includeVer2,1,-1,-1,AllRights-TOOLONG,-1,-1,,,,
QualitasCorpus-20130901r/projects_orig_130901/freecol-0/freecol/src/net/sf/freecol/client/gui/menu/FreeColMenuTest.java,GPLv2+,1,1,4,1,1,Copyright,UNKNOWN,1,-1,-1,-1,-1,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/draw/AbstractConstrainer.java,SeeFile,1,1,1,1,2,Copyright,-1,UNKNOWN,UNKNOWN,1,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/draw/AbstractConstrainer.java,SeeFile,1,1,1,1,2,Copyright,-1,UNKNOWN,UNKNOWN,1,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/POIUtils.java,GPLv2+,1,1,3,1,0,1,-1,-1,-1,Copyright,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/java.examples/DocumentEditor/src/documenteditor/DocumentEditorView.java,spdxBSD3,1,6,1,0,0,-1,6,,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/netbeans-6.9.1-201007282301/swingapp/appshells/CRUDShellApp/src/applicationpackage/ShellView.java,NONE,,,,,,,,,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/wizards/NewElementWizard.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,Apache-2,1,5,2,0,0,-1,-1,5,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,Apache-2,1,5,0,1,0,Copyright,5,,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/Compiere_330_Source/release_330/ad/src/org/compiere/util/CachedRowSetImpl.java,UNKNOWN,0,0,0,2,4,AllRights-TOOLONG,UNKNOWN,UNKNOWN,GPLseeDetailsVer0,UNKNOWN,UNKNOWN,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,UNKNOWN,0,0,0,5,4,Copyright,AllRights,UNKNOWN,UNKNOWN,UNKNOWN,FSFwarranty,AGPLseeVer0,UNKNOWN,GNUurl,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,EPLv1,1,1,1,1,0,Copyright,-1,1,,,,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,UNKNOWN,0,0,0,5,4,Copyright,AllRights,UNKNOWN,UNKNOWN,UNKNOWN,FSFwarranty,AGPLseeVer0,UNKNOWN,GNUurl,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,UNKNOWN,0,0,0,5,4,Copyright,AllRights,UNKNOWN,UNKNOWN,UNKNOWN,FSFwarranty,AGPLseeVer0,UNKNOWN,GNUurl,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/jboss-5/jboss-5.1.0.GA-src/console/src/main/org/jboss/console/plugins/helpers/servlet/ServletHelper.java,LesserGPLv2.1+,1,1,2,2,1,Copyright,listContributors,1,-1,-1,UNKNOWN,,,,,,,,,,,,,
QualitasCorpus-20130901r/projects_orig_130901/iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,UNKNOWN,0,0,0,5,4,Copyright,AllRights,UNKNOWN,UNKNOWN,UNKNOWN,FSFwarranty,AGPLseeVer0,UNKNOWN,GNUurl,,,,,,,,,,
