1,stackoverflow_formatted/247495_0.java,35,39,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,26, stackoverflow_formatted/247495_0.java,35,40,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,27
1,stackoverflow_formatted/5882174_0.java,5,9,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,26, stackoverflow_formatted/5882174_0.java,5,10,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,27
1,stackoverflow_formatted/3111472_0.java,5,9,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,26, stackoverflow_formatted/3111472_0.java,5,10,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/atn/SemanticContext.java,22,27
0.8,stackoverflow_formatted/18696933_1.java,4,8,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/misc/IntervalSet.java,33,37, stackoverflow_formatted/18696933_1.java,3,7,antlr4-4.0/runtime/Java/src/org/antlr/v4/runtime/misc/IntervalSet.java,32,36
1,stackoverflow_formatted/20772219_1.java,7,13,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,17,23, stackoverflow_formatted/20772219_1.java,8,12,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,18,22
1,stackoverflow_formatted/14636363_1.java,57,63,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,17,23, stackoverflow_formatted/14636363_1.java,58,62,antlr4-4.0/tool/src/org/antlr/v4/analysis/LeftRecursiveRuleAltInfo.java,18,22
1,stackoverflow_formatted/20772219_1.java,7,13,antlr4-4.0/tool/src/org/antlr/v4/semantics/ActionSniffer.java,20,27, stackoverflow_formatted/20772219_1.java,8,12,antlr4-4.0/tool/src/org/antlr/v4/semantics/ActionSniffer.java,21,25
0.75,stackoverflow_formatted/20772219_1.java,7,13,antlr4-4.0/tool/src/org/antlr/v4/semantics/ActionSniffer.java,20,27, stackoverflow_formatted/20772219_1.java,2,12,antlr4-4.0/tool/src/org/antlr/v4/semantics/ActionSniffer.java,15,25
1,stackoverflow_formatted/14636363_1.java,57,63,antlr4-4.0/tool/src/org/antlr/v4/semantics/ActionSniffer.java,20,27, stackoverflow_formatted/14636363_1.java,58,62,antlr4-4.0/tool/src/org/antlr/v4/semantics/ActionSniffer.java,21,25
1,stackoverflow_formatted/20772219_1.java,7,13,antlr4-4.0/tool/src/org/antlr/v4/semantics/AttributeChecks.java,23,30, stackoverflow_formatted/20772219_1.java,8,12,antlr4-4.0/tool/src/org/antlr/v4/semantics/AttributeChecks.java,24,28
