pt1,0.941176471,stackoverflow_formatted/11187462_0.java,45,61,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52, stackoverflow_formatted/11187462_0.java,45,60,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51
pt1,0.75,stackoverflow_formatted/13171520_0.java,8,15,columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/table/plugins/BasicHeaderRenderer.java,26,33, stackoverflow_formatted/13171520_0.java,8,13,columba-1/columba-1.0-src/src/mail/core/org/columba/mail/gui/table/plugins/BasicHeaderRenderer.java,26,31
pt1,0.75,stackoverflow_formatted/13171520_0.java,8,15,columba-1/columba-1.0-src/src/addressbook/core/org/columba/addressbook/gui/table/renderer/DefaultHeaderRenderer.java,28,35, stackoverflow_formatted/13171520_0.java,8,13,columba-1/columba-1.0-src/src/addressbook/core/org/columba/addressbook/gui/table/renderer/DefaultHeaderRenderer.java,28,33
pt1,0.941176471,stackoverflow_formatted/12427981_1.java,17,33,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,52, stackoverflow_formatted/12427981_1.java,17,32,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51
pt1,0.909090909,stackoverflow_formatted/22315734_0.java,11,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,54, stackoverflow_formatted/22315734_0.java,11,20,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,53
pt1,0.8125,stackoverflow_formatted/13219118_0.java,12,27,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,64, stackoverflow_formatted/13219118_0.java,12,24,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,61
pt1,0.7,stackoverflow_formatted/5419632_0.java,96,104,freecol-0/freecol/src/net/sf/freecol/client/gui/menu/FreeColMenuTest.java,66,74, stackoverflow_formatted/5419632_0.java,98,105,freecol-0/freecol/src/net/sf/freecol/client/gui/menu/FreeColMenuTest.java,68,75
pt1,0.764705882,stackoverflow_formatted/92962_0.java,22,61,jgraphpad-5/jgraphpad-5.10.0.2-src/src/org/jgraph/pad/graphcellsbase/JGraphSwimlaneView.java,93,132, stackoverflow_formatted/92962_0.java,11,60,jgraphpad-5/jgraphpad-5.10.0.2-src/src/org/jgraph/pad/graphcellsbase/JGraphSwimlaneView.java,82,131
pt1,0.888888889,stackoverflow_formatted/14983497_0.java,52,60,informa-0/informa-0.7.0-alpha2/src/de/nava/informa/impl/hibernate/ChannelUpdatePeriodUserType.java,55,63, stackoverflow_formatted/14983497_0.java,52,59,informa-0/informa-0.7.0-alpha2/src/de/nava/informa/impl/hibernate/ChannelUpdatePeriodUserType.java,55,62
pt1,0.8125,stackoverflow_formatted/3911987_0.java,38,53,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,64, stackoverflow_formatted/3911987_0.java,38,50,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,61
